|dates|Pitt_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pitt_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pitt_NorthCarolina_UnitedStates.Male_Total_Population.data|Pitt_NorthCarolina_UnitedStates.Male_Total_Population.missing|Pitt_NorthCarolina_UnitedStates.Female_Total_Population.data|Pitt_NorthCarolina_UnitedStates.Female_Total_Population.missing|Pitt_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Pitt_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23789.0|0|84481.0|0|95433.0|0|38347.0|0
