|dates|EastBatonRouge_Louisiana_UnitedStates.BLS_EmployedPopulation.data|EastBatonRouge_Louisiana_UnitedStates.BLS_EmployedPopulation.missing|EastBatonRouge_Louisiana_UnitedStates.BLS_UnemployedPopulation.data|EastBatonRouge_Louisiana_UnitedStates.BLS_UnemployedPopulation.missing|EastBatonRouge_Louisiana_UnitedStates.BLS_UnemploymentRate.data|EastBatonRouge_Louisiana_UnitedStates.BLS_UnemploymentRate.missing|EastBatonRouge_Louisiana_UnitedStates.BLS_LaborForcePopulation.data|EastBatonRouge_Louisiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-02|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-03|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-04|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-05|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-06|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-07|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-08|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-09|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-10|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-11|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-12|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-13|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-14|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-15|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-16|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-17|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-18|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-19|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-20|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-21|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-22|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-23|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-24|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-25|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-26|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-27|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-28|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-29|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-30|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-01-31|220345.0|0|11439.0|0|4.935198288061298|0|231784.0|0
0|2020-02-01|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-02|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-03|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-04|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-05|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-06|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-07|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-08|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-09|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-10|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-11|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-12|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-13|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-14|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-15|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-16|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-17|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-18|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
0|2020-02-19|224618.0|0|8786.0|0|3.7642885297595585|0|233404.0|0
