|dates|Greene_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Iowa_UnitedStates.Male_Total_Population.data|Greene_Iowa_UnitedStates.Male_Total_Population.missing|Greene_Iowa_UnitedStates.Female_Total_Population.data|Greene_Iowa_UnitedStates.Female_Total_Population.missing|Greene_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1983.0|0|4430.0|0|4551.0|0|2078.0|0
