|dates|Burke_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burke_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burke_NorthCarolina_UnitedStates.Male_Total_Population.data|Burke_NorthCarolina_UnitedStates.Male_Total_Population.missing|Burke_NorthCarolina_UnitedStates.Female_Total_Population.data|Burke_NorthCarolina_UnitedStates.Female_Total_Population.missing|Burke_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Burke_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18294.0|0|45182.0|0|45200.0|0|17095.0|0
