|dates|OutofHI_Hawaii_UnitedStates.BLS_EmployedPopulation.data|OutofHI_Hawaii_UnitedStates.BLS_EmployedPopulation.missing|OutofHI_Hawaii_UnitedStates.BLS_UnemployedPopulation.data|OutofHI_Hawaii_UnitedStates.BLS_UnemployedPopulation.missing|OutofHI_Hawaii_UnitedStates.BLS_UnemploymentRate.data|OutofHI_Hawaii_UnitedStates.BLS_UnemploymentRate.missing|OutofHI_Hawaii_UnitedStates.BLS_LaborForcePopulation.data|OutofHI_Hawaii_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
