|dates|McKinley_NewMexico_UnitedStates.BLS_EmployedPopulation.data|McKinley_NewMexico_UnitedStates.BLS_EmployedPopulation.missing|McKinley_NewMexico_UnitedStates.BLS_UnemployedPopulation.data|McKinley_NewMexico_UnitedStates.BLS_UnemployedPopulation.missing|McKinley_NewMexico_UnitedStates.BLS_UnemploymentRate.data|McKinley_NewMexico_UnitedStates.BLS_UnemploymentRate.missing|McKinley_NewMexico_UnitedStates.BLS_LaborForcePopulation.data|McKinley_NewMexico_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-02|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-03|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-04|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-05|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-06|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-07|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-08|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-09|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-10|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-11|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-12|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-13|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-14|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-15|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-16|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-17|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-18|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-19|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-20|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-21|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-22|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-23|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-24|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-25|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-26|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-27|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-28|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
0|2020-01-29|22758.5|0|1755.5|0|7.161214000163172|0|24514.0|0
