|dates|OutofWV_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|OutofWV_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|OutofWV_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|OutofWV_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|OutofWV_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|OutofWV_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|OutofWV_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|OutofWV_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
