|dates|Geauga_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Geauga_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Geauga_Ohio_UnitedStates.Male_Total_Population.data|Geauga_Ohio_UnitedStates.Male_Total_Population.missing|Geauga_Ohio_UnitedStates.Female_Total_Population.data|Geauga_Ohio_UnitedStates.Female_Total_Population.missing|Geauga_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Geauga_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19159.0|0|46668.0|0|47363.0|0|21496.0|0
