|dates|Hardin_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hardin_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hardin_Ohio_UnitedStates.Male_Total_Population.data|Hardin_Ohio_UnitedStates.Male_Total_Population.missing|Hardin_Ohio_UnitedStates.Female_Total_Population.data|Hardin_Ohio_UnitedStates.Female_Total_Population.missing|Hardin_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Hardin_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5053.0|0|15674.0|0|15806.0|0|7318.0|0
