|dates|Dare_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dare_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dare_NorthCarolina_UnitedStates.Male_Total_Population.data|Dare_NorthCarolina_UnitedStates.Male_Total_Population.missing|Dare_NorthCarolina_UnitedStates.Female_Total_Population.data|Dare_NorthCarolina_UnitedStates.Female_Total_Population.missing|Dare_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Dare_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7819.0|0|17998.0|0|18503.0|0|6899.0|0
