|dates|Bertie_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bertie_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bertie_NorthCarolina_UnitedStates.Male_Total_Population.data|Bertie_NorthCarolina_UnitedStates.Male_Total_Population.missing|Bertie_NorthCarolina_UnitedStates.Female_Total_Population.data|Bertie_NorthCarolina_UnitedStates.Female_Total_Population.missing|Bertie_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Bertie_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4379.0|0|9599.0|0|9427.0|0|3350.0|0
