|dates|Ballard_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ballard_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ballard_Kentucky_UnitedStates.Male_Total_Population.data|Ballard_Kentucky_UnitedStates.Male_Total_Population.missing|Ballard_Kentucky_UnitedStates.Female_Total_Population.data|Ballard_Kentucky_UnitedStates.Female_Total_Population.missing|Ballard_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Ballard_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1670.0|0|3977.0|0|4002.0|0|1691.0|0
