|dates|Claiborne_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Claiborne_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Claiborne_Mississippi_UnitedStates.Male_Total_Population.data|Claiborne_Mississippi_UnitedStates.Male_Total_Population.missing|Claiborne_Mississippi_UnitedStates.Female_Total_Population.data|Claiborne_Mississippi_UnitedStates.Female_Total_Population.missing|Claiborne_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Claiborne_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1472.0|0|4265.0|0|4737.0|0|1888.0|0
