|dates|Otero_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Otero_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Otero_Colorado_UnitedStates.Male_Total_Population.data|Otero_Colorado_UnitedStates.Male_Total_Population.missing|Otero_Colorado_UnitedStates.Female_Total_Population.data|Otero_Colorado_UnitedStates.Female_Total_Population.missing|Otero_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Otero_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3766.0|0|9025.0|0|9407.0|0|4410.0|0
