|dates|Peoria_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Peoria_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Peoria_Illinois_UnitedStates.Male_Total_Population.data|Peoria_Illinois_UnitedStates.Male_Total_Population.missing|Peoria_Illinois_UnitedStates.Female_Total_Population.data|Peoria_Illinois_UnitedStates.Female_Total_Population.missing|Peoria_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Peoria_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|30816.0|0|87517.0|0|93104.0|0|42619.0|0
