|dates|SantaClara_California_UnitedStates.AveragePrecipitationTotal.data|SantaClara_California_UnitedStates.AveragePrecipitationTotal.missing|SantaClara_California_UnitedStates.AveragePrecipitation.data|SantaClara_California_UnitedStates.AveragePrecipitation.missing|SantaClara_California_UnitedStates.AverageWindDirection.data|SantaClara_California_UnitedStates.AverageWindDirection.missing|SantaClara_California_UnitedStates.AverageWindSpeed.data|SantaClara_California_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|183.54166666666666|0|4.8125|0
0|2020-01-02|0.0|0|0.0|0|314.7916666666667|0|8.291666666666666|0
0|2020-01-03|0.0|0|0.0|0|136.04166666666666|0|4.4375|0
0|2020-01-04|0.0|0|0.0|0|93.61111111111113|0|2.680555555555556|0
0|2020-01-05|0.0|0|0.0|0|144.16666666666666|0|3.6458333333333335|0
0|2020-01-06|0.0|0|0.0|0|52.916666666666664|0|1.4166666666666667|0
0|2020-01-07|0.0|0|0.0|0|135.625|0|3.9375|0
0|2020-01-08|0.0|0|0.0|0|145.41666666666666|0|3.9166666666666665|0
0|2020-01-09|0.0|0|0.0|0|193.75|0|9.333333333333334|0
0|2020-01-10|0.0|0|0.0|0|167.70833333333334|0|5.666666666666667|0
0|2020-01-11|0.0|0|0.0|0|117.08333333333333|0|3.5|0
0|2020-01-12|0.0|0|0.0|0|99.58333333333333|0|2.4375|0
0|2020-01-13|0.0|0|0.0|0|14.583333333333334|0|2.0416666666666665|0
0|2020-01-14|0.0|0|0.0|0|133.05555555555554|0|4.861111111111111|0
0|2020-01-15|0.0|0|0.0|0|85.83333333333333|0|2.0416666666666665|0
0|2020-01-16|0.0|0|0.0|0|121.45833333333333|0|11.083333333333334|0
0|2020-01-17|0.0|0|0.0|0|12.5|0|0.20833333333333334|0
0|2020-01-18|0.0|0|0.0|0|34.583333333333336|0|0.875|0
0|2020-01-19|0.0|0|0.0|0|37.5|0|0.75|0
0|2020-01-20|0.0|0|0.0|0|57.916666666666664|0|2.3125|0
0|2020-01-21|0.0|0|0.0|0|143.95833333333334|0|8.5|0
0|2020-01-22|0.0|0|0.0|0|98.95833333333333|0|3.625|0
0|2020-01-23|0.0|0|0.0|0|75.0|0|1.8541666666666667|0
0|2020-01-24|0.0|0|0.0|0|85.0|0|1.6041666666666667|0
0|2020-01-25|0.0|0|0.0|0|113.95833333333333|0|2.0625|0
0|2020-01-26|0.0|0|0.0|0|205.41666666666666|0|5.645833333333333|0
0|2020-01-27|0.0|0|0.0|0|91.875|0|2.3958333333333335|0
0|2020-01-28|0.0|0|0.0|0|71.04166666666667|0|2.7083333333333335|0
0|2020-01-29|0.0|0|0.0|0|150.41666666666666|0|3.6875|0
0|2020-01-30|0.0|0|0.0|0|77.91666666666667|0|1.7708333333333333|0
0|2020-01-31|0.0|0|0.0|0|40.416666666666664|0|0.625|0
0|2020-02-01|0.0|0|0.0|0|52.083333333333336|0|0.9583333333333334|0
0|2020-02-02|0.0|0|0.0|0|223.75|0|10.729166666666666|0
0|2020-02-03|0.0|0|0.0|0|268.61111111111114|0|11.902777777777777|0
0|2020-02-04|0.0|0|0.0|0|247.08333333333334|0|13.0625|0
0|2020-02-05|0.0|0|0.0|0|125.0|0|2.5833333333333335|0
0|2020-02-06|0.0|0|0.0|0|63.75|0|2.0208333333333335|0
0|2020-02-07|0.0|0|0.0|0|62.916666666666664|0|1.25|0
0|2020-02-08|0.0|0|0.0|0|165.41666666666666|0|4.75|0
0|2020-02-09|0.0|0|0.0|0|136.875|0|21.729166666666668|0
0|2020-02-10|0.0|0|0.0|0|96.66666666666667|0|11.5625|0
0|2020-02-11|0.0|0|0.0|0|98.54166666666667|0|6.0|0
0|2020-02-12|0.0|0|0.0|0|125.83333333333333|0|2.7708333333333335|0
0|2020-02-13|0.0|0|0.0|0|197.70833333333334|0|3.3333333333333335|0
0|2020-02-14|0.0|0|0.0|0|177.08333333333334|0|3.3125|0
0|2020-02-15|0.0|0|0.0|0|78.75|0|1.75|0
0|2020-02-16|0.0|0|0.0|0|132.08333333333334|0|3.5833333333333335|0
0|2020-02-17|0.0|0|0.0|0|131.25|0|3.75|0
0|2020-02-18|0.0|0|0.0|0|113.875|0|2.25|0
0|2020-02-19|0.0|0|0.0|0|74.375|0|1.3541666666666667|0
0|2020-02-20|0.0|0|0.0|0|63.333333333333336|0|1.1666666666666667|0
0|2020-02-21|0.0|0|0.0|0|17.5|0|0.8541666666666666|0
0|2020-02-22|0.0|0|0.0|0|163.54166666666666|0|5.270833333333333|0
0|2020-02-23|0.0|0|0.0|0|193.33333333333334|0|4.291666666666667|0
0|2020-02-24|0.0|0|0.0|0|148.33333333333334|0|3.9166666666666665|0
0|2020-02-25|0.0|0|0.0|0|320.0|0|8.0|0
0|2020-02-26|0.0|0|0.0|0|320.0|0|8.0|0
0|2020-02-27|0.0|0|0.0|0|152.5|0|4.458333333333333|0
0|2020-02-28|0.0|0|0.0|0|98.54166666666667|0|4.541666666666667|0
0|2020-02-29|0.0|0|0.0|0|224.16666666666666|0|6.25|0
0|2020-03-01|0.0|0|0.0|0|250.625|0|8.104166666666666|0
0|2020-03-02|0.0|0|0.0|0|309.1666666666667|0|12.354166666666666|0
0|2020-03-03|0.0|0|0.0|0|186.875|0|6.1875|0
0|2020-03-04|0.0|0|0.0|0|74.58333333333333|0|2.8541666666666665|0
0|2020-03-05|0.0|0|0.0|0|97.29166666666667|0|2.4166666666666665|0
0|2020-03-06|0.0|0|0.0|0|138.95833333333334|0|5.583333333333333|0
0|2020-03-07|0.0|0|0.0|0|279.1666666666667|0|10.0625|0
0|2020-03-08|0.0|0|0.0|0|149.79166666666666|0|4.375|0
0|2020-03-09|0.0|0|0.0|0|63.333333333333336|0|2.5|0
0|2020-03-10|0.0|0|0.0|0|51.875|0|4.979166666666667|0
0|2020-03-11|0.0|0|0.0|0|152.29166666666666|0|5.3125|0
0|2020-03-12|0.0|0|0.0|0|150.0|0|3.9791666666666665|0
0|2020-03-13|0.0|0|0.0|0|137.29166666666666|0|6.979166666666667|0
0|2020-03-14|0.0|0|0.0|0|108.54166666666667|0|6.895833333333333|0
0|2020-03-15|0.0|0|0.0|0|140.0|0|7.833333333333333|0
0|2020-03-16|0.0|0|0.0|0|96.875|0|4.520833333333333|0
0|2020-03-17|0.0|0|0.0|0|93.54166666666667|0|5.520833333333333|0
0|2020-03-18|0.0|0|0.0|0|75.625|0|2.3541666666666665|0
0|2020-03-19|0.0|0|0.0|0|32.5|0|2.0833333333333335|0
0|2020-03-20|0.0|0|0.0|0|64.58333333333333|0|2.4583333333333335|0
0|2020-03-21|0.0|0|0.0|0|33.958333333333336|0|2.5833333333333335|0
0|2020-03-22|0.0|0|0.0|0|97.29166666666667|0|2.6458333333333335|0
0|2020-03-23|0.0|0|0.0|0|138.95833333333334|0|4.395833333333333|0
0|2020-03-24|0.0|0|0.0|0|98.95833333333333|0|4.708333333333333|0
0|2020-03-25|0.0|0|0.0|0|162.08333333333334|0|5.083333333333333|0
0|2020-03-26|0.0|0|0.0|0|86.25|0|2.4791666666666665|0
0|2020-03-27|0.0|0|0.0|0|270.5555555555556|0|6.513888888888888|0
0|2020-03-28|0.0|0|0.0|0|10.833333333333334|0|0.5833333333333334|0
0|2020-03-29|0.0|0|0.0|0|128.125|0|4.375|0
0|2020-03-30|0.0|0|0.0|0|223.33333333333334|0|6.020833333333333|0
0|2020-03-31|0.0|0|0.0|0|257.5|0|7.958333333333333|0
0|2020-04-01|0.0|0|0.0|0|282.0833333333333|0|8.145833333333334|0
0|2020-04-02|0.0|0|0.0|0|187.29166666666666|0|6.895833333333333|0
0|2020-04-03|0.0|0|0.0|0|255.625|0|6.979166666666667|0
0|2020-04-04|0.0|0|0.0|0|191.04166666666666|0|7.083333333333333|0
0|2020-04-05|0.0|0|0.0|0|116.66666666666667|0|7.5625|0
0|2020-04-06|0.0|0|0.0|0|135.625|0|3.5833333333333335|0
0|2020-04-07|0.0|0|0.0|0|137.08333333333334|0|4.083333333333333|0
0|2020-04-08|0.0|0|0.0|0|188.75|0|7.020833333333333|0
0|2020-04-09|0.0|0|0.0|0|129.16666666666666|0|5.0|0
0|2020-04-10|0.0|0|0.0|0|243.54166666666666|0|7.5|0
0|2020-04-11|0.0|0|0.0|0|218.75|0|6.416666666666667|0
0|2020-04-12|0.0|0|0.0|0|209.58333333333334|0|4.770833333333333|0
0|2020-04-13|0.0|0|0.0|0|211.45833333333334|0|4.4375|0
0|2020-04-14|0.0|0|0.0|0|168.75|0|6.25|0
