|dates|Mason_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mason_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mason_Illinois_UnitedStates.Male_Total_Population.data|Mason_Illinois_UnitedStates.Male_Total_Population.missing|Mason_Illinois_UnitedStates.Female_Total_Population.data|Mason_Illinois_UnitedStates.Female_Total_Population.missing|Mason_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Mason_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3011.0|0|6689.0|0|6876.0|0|2819.0|0
