|dates|Cheboygan_Michigan_UnitedStates.AveragePrecipitationTotal.data|Cheboygan_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Cheboygan_Michigan_UnitedStates.AveragePrecipitation.data|Cheboygan_Michigan_UnitedStates.AveragePrecipitation.missing|Cheboygan_Michigan_UnitedStates.AverageWindDirection.data|Cheboygan_Michigan_UnitedStates.AverageWindDirection.missing|Cheboygan_Michigan_UnitedStates.AverageWindSpeed.data|Cheboygan_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|6|0.0|6|228.6875|0|6.40625|0
