|dates|Baker_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Baker_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Baker_Florida_UnitedStates.Male_Total_Population.data|Baker_Florida_UnitedStates.Male_Total_Population.missing|Baker_Florida_UnitedStates.Female_Total_Population.data|Baker_Florida_UnitedStates.Female_Total_Population.missing|Baker_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Baker_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4015.0|0|14917.0|0|13438.0|0|6715.0|0
