|dates|Bonneville_Idaho_UnitedStates.BLS_EmployedPopulation.data|Bonneville_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Bonneville_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Bonneville_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Bonneville_Idaho_UnitedStates.BLS_UnemploymentRate.data|Bonneville_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Bonneville_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Bonneville_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-02|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-03|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-04|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-05|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-06|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-07|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-08|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-09|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-10|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-11|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-12|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-13|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-14|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-15|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-16|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-17|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-18|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-19|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-20|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-21|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-22|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-23|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-24|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-25|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-26|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-27|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-28|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-29|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-30|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-01-31|56269.0|0|1649.5|0|2.8479674024707133|0|57918.5|0
0|2020-02-01|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-02|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-03|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-04|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-05|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-06|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-07|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-08|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-09|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-10|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-11|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-12|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-13|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-14|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-15|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-16|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-17|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-18|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-19|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
0|2020-02-20|56363.5|0|1473.0|0|2.5468346113613376|0|57836.5|0
