|dates|Bamberg_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bamberg_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bamberg_SouthCarolina_UnitedStates.Male_Total_Population.data|Bamberg_SouthCarolina_UnitedStates.Male_Total_Population.missing|Bamberg_SouthCarolina_UnitedStates.Female_Total_Population.data|Bamberg_SouthCarolina_UnitedStates.Female_Total_Population.missing|Bamberg_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Bamberg_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3097.0|0|6866.0|0|7409.0|0|2724.0|0
