|dates|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|BonHomme_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|BonHomme_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|BonHomme_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1571.0|0|0.0|100|29.0|0|0.0|100
