|dates|Dubois_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Dubois_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Dubois_Indiana_UnitedStates.Male_Total_Population.data|Dubois_Indiana_UnitedStates.Male_Total_Population.missing|Dubois_Indiana_UnitedStates.Female_Total_Population.data|Dubois_Indiana_UnitedStates.Female_Total_Population.missing|Dubois_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Dubois_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7430.0|0|21273.0|0|21292.0|0|10277.0|0
