|dates|Greenwood_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greenwood_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greenwood_Kansas_UnitedStates.Male_Total_Population.data|Greenwood_Kansas_UnitedStates.Male_Total_Population.missing|Greenwood_Kansas_UnitedStates.Female_Total_Population.data|Greenwood_Kansas_UnitedStates.Female_Total_Population.missing|Greenwood_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Greenwood_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1509.0|0|3026.0|0|3029.0|0|1317.0|0
