|dates|Bledsoe_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Bledsoe_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Bledsoe_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Bledsoe_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Bledsoe_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Bledsoe_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Bledsoe_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Bledsoe_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-02-21|4177.0|0|263.5|0|5.9340164395901365|0|4440.5|0
0|2020-02-22|4177.0|0|263.5|0|5.9340164395901365|0|4440.5|0
0|2020-02-23|4177.0|0|263.5|0|5.9340164395901365|0|4440.5|0
0|2020-02-24|4177.0|0|263.5|0|5.9340164395901365|0|4440.5|0
0|2020-02-25|4177.0|0|263.5|0|5.9340164395901365|0|4440.5|0
0|2020-02-26|4177.0|0|263.5|0|5.9340164395901365|0|4440.5|0
0|2020-02-27|4177.0|0|263.5|0|5.9340164395901365|0|4440.5|0
0|2020-02-28|4177.0|0|263.5|0|5.9340164395901365|0|4440.5|0
0|2020-02-29|4177.0|0|263.5|0|5.9340164395901365|0|4440.5|0
0|2020-03-01|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-02|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-03|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-04|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-05|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-06|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-07|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-08|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-09|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-10|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-11|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-12|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-13|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-14|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-15|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-16|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-17|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-18|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-19|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-20|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-21|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-22|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-23|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-24|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-25|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-26|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-27|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-28|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-29|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-30|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-03-31|4121.5|0|270.0|0|6.148240919959012|0|4391.5|0
0|2020-04-01|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-02|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-03|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-04|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-05|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-06|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-07|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-08|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-09|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-10|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-11|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-12|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-13|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-14|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-15|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-16|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-17|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-18|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-19|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-20|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-21|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-22|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-23|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-24|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-25|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-26|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-27|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-28|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-29|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-04-30|3566.0|0|740.5|0|17.194937884593056|0|4306.5|0
0|2020-05-01|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-02|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-03|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-04|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-05|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-06|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-07|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-08|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-09|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-10|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-11|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-12|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-13|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-14|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-15|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-16|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-17|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-18|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-19|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-20|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-21|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-22|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-23|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-24|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-25|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-26|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-27|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-28|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-29|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-30|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-05-31|3708.0|0|392.0|0|9.560975609756097|0|4100.0|0
0|2020-06-01|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-02|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-03|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-04|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-05|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-06|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-07|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-08|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-09|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-10|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-11|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-12|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-13|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-14|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-15|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-16|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-17|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-18|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-19|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-20|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-21|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-22|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-23|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-24|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-25|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-26|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-27|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-28|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-29|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-06-30|3647.0|0|383.0|0|9.503722084367245|0|4030.0|0
0|2020-07-01|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-02|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-03|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-04|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-05|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-06|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-07|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-08|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-09|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-10|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-11|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-12|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-13|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-14|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-15|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-16|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-17|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-18|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-19|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-20|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-21|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-22|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-23|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-24|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-25|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-26|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-27|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-28|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-29|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-30|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-07-31|3646.0|0|351.0|0|8.781586189642232|0|3997.0|0
0|2020-08-01|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-02|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-03|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-04|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-05|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-06|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-07|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-08|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-09|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-10|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-11|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-12|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-13|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-14|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-15|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-16|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-17|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-18|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-19|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-20|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-21|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-22|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-23|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-24|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-25|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-26|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-27|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-28|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-29|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-30|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-08-31|3943.0|0|311.0|0|7.310766337564645|0|4254.0|0
0|2020-09-01|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-02|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-03|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-04|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-05|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-06|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-07|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-08|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-09|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-10|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-11|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-12|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-13|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-14|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-15|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-16|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-17|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-18|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-19|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-20|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-21|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-22|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-23|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-24|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-25|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-26|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-27|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-28|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-29|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-09-30|3988.0|0|317.0|0|7.363530778164924|0|4305.0|0
0|2020-10-01|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-02|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-03|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-04|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-05|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-06|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-07|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-08|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-09|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-10|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-11|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-12|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-13|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-14|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-15|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-16|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-17|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-18|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-19|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-20|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-21|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-22|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-23|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-24|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-25|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-26|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-27|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-28|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-29|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-30|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-10-31|4013.0|0|421.0|0|9.494812810103744|0|4434.0|0
0|2020-11-01|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-02|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-03|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-04|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-05|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-06|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-07|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-08|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-09|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-10|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-11|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-12|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-13|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-14|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-15|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-16|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-17|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-18|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-19|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-20|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-21|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-22|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-23|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-24|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-25|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-26|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-27|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-28|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-29|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-11-30|4045.0|0|287.0|0|6.62511542012927|0|4332.0|0
0|2020-12-01|3923.0|0|352.0|0|8.23391812865497|0|4275.0|0
0|2020-12-02|3923.0|0|352.0|0|8.23391812865497|0|4275.0|0
0|2020-12-03|3923.0|0|352.0|0|8.23391812865497|0|4275.0|0
0|2020-12-04|3923.0|0|352.0|0|8.23391812865497|0|4275.0|0
0|2020-12-05|3923.0|0|352.0|0|8.23391812865497|0|4275.0|0
0|2020-12-06|3923.0|0|352.0|0|8.23391812865497|0|4275.0|0
0|2020-12-07|3923.0|0|352.0|0|8.23391812865497|0|4275.0|0
0|2020-12-08|3923.0|0|352.0|0|8.23391812865497|0|4275.0|0
