|dates|OutofWI_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|OutofWI_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|OutofWI_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|OutofWI_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|OutofWI_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|OutofWI_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|OutofWI_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|OutofWI_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
