|dates|Boyd_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boyd_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boyd_Nebraska_UnitedStates.Male_Total_Population.data|Boyd_Nebraska_UnitedStates.Male_Total_Population.missing|Boyd_Nebraska_UnitedStates.Female_Total_Population.data|Boyd_Nebraska_UnitedStates.Female_Total_Population.missing|Boyd_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Boyd_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|598.0|0|981.0|0|974.0|0|371.0|0
