|dates|Russell_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Russell_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Russell_Alabama_UnitedStates.Male_Total_Population.data|Russell_Alabama_UnitedStates.Male_Total_Population.missing|Russell_Alabama_UnitedStates.Female_Total_Population.data|Russell_Alabama_UnitedStates.Female_Total_Population.missing|Russell_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Russell_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8280.0|0|27745.0|0|30036.0|0|13968.0|0
