|dates|Lincoln_Idaho_UnitedStates.BLS_EmployedPopulation.data|Lincoln_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Lincoln_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Lincoln_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Lincoln_Idaho_UnitedStates.BLS_UnemploymentRate.data|Lincoln_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Lincoln_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Lincoln_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-02|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-03|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-04|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-05|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-06|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-07|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-08|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-09|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-10|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-11|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-12|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-13|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-14|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-15|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-16|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-17|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-18|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-19|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-20|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-21|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-22|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-23|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-24|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-25|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-26|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-27|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-28|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-29|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-30|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-01-31|2604.5|0|122.5|0|4.492115878254492|0|2727.0|0
0|2020-02-01|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-02|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-03|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-04|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-05|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-06|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-07|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-08|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-09|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-10|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-11|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-12|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-13|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-14|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-15|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-16|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-17|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-18|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-19|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-20|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-21|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-22|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-23|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-24|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-25|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-26|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-27|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-28|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-02-29|2583.0|0|153.5|0|5.609355015530787|0|2736.5|0
0|2020-03-01|2559.5|0|122.0|0|4.549692336378892|0|2681.5|0
0|2020-03-02|2559.5|0|122.0|0|4.549692336378892|0|2681.5|0
0|2020-03-03|2559.5|0|122.0|0|4.549692336378892|0|2681.5|0
0|2020-03-04|2559.5|0|122.0|0|4.549692336378892|0|2681.5|0
0|2020-03-05|2559.5|0|122.0|0|4.549692336378892|0|2681.5|0
0|2020-03-06|2559.5|0|122.0|0|4.549692336378892|0|2681.5|0
0|2020-03-07|2559.5|0|122.0|0|4.549692336378892|0|2681.5|0
0|2020-03-08|2559.5|0|122.0|0|4.549692336378892|0|2681.5|0
0|2020-03-09|2559.5|0|122.0|0|4.549692336378892|0|2681.5|0
