|dates|Sutter_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sutter_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sutter_California_UnitedStates.Male_Total_Population.data|Sutter_California_UnitedStates.Male_Total_Population.missing|Sutter_California_UnitedStates.Female_Total_Population.data|Sutter_California_UnitedStates.Female_Total_Population.missing|Sutter_California_UnitedStates.MaleAndFemale_Under18_Population.data|Sutter_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14902.0|0|48222.0|0|48585.0|0|25059.0|0
