|dates|Grant_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grant_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grant_Oregon_UnitedStates.Male_Total_Population.data|Grant_Oregon_UnitedStates.Male_Total_Population.missing|Grant_Oregon_UnitedStates.Female_Total_Population.data|Grant_Oregon_UnitedStates.Female_Total_Population.missing|Grant_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Grant_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2180.0|0|3587.0|0|3589.0|0|1271.0|0
