|dates|Limestone_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Limestone_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Limestone_Texas_UnitedStates.Male_Total_Population.data|Limestone_Texas_UnitedStates.Male_Total_Population.missing|Limestone_Texas_UnitedStates.Female_Total_Population.data|Limestone_Texas_UnitedStates.Female_Total_Population.missing|Limestone_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Limestone_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4581.0|0|12143.0|0|11376.0|0|5267.0|0
