|dates|OutofFL_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OutofFL_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OutofFL_Florida_UnitedStates.Male_Total_Population.data|OutofFL_Florida_UnitedStates.Male_Total_Population.missing|OutofFL_Florida_UnitedStates.Female_Total_Population.data|OutofFL_Florida_UnitedStates.Female_Total_Population.missing|OutofFL_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|OutofFL_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
