|dates|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Unassigned_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1.0|0|0.0|100|0.0|0|0.0|100
