|dates|Orange_NorthCarolina_UnitedStates.BLS_EmployedPopulation.data|Orange_NorthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Orange_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Orange_NorthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Orange_NorthCarolina_UnitedStates.BLS_UnemploymentRate.data|Orange_NorthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Orange_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Orange_NorthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-02|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-03|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-04|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-05|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-06|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-07|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-08|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-09|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-10|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-11|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-12|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-13|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-14|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-15|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-16|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-17|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-18|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-19|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-20|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-21|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-22|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-23|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-24|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-25|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-26|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-27|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-28|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-29|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-30|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-01-31|77917.0|0|2478.5|0|3.0828839922632487|0|80395.5|0
0|2020-02-01|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-02|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-03|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-04|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-05|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-06|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-07|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-08|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-09|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-10|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-11|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-12|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-13|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-14|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-15|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-16|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-17|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-18|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-19|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-20|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-21|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-22|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-23|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-24|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-25|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-26|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-27|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-28|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-02-29|78927.0|0|2372.0|0|2.917625063038906|0|81299.0|0
0|2020-03-01|75215.5|0|2697.0|0|3.4615754853200706|0|77912.5|0
0|2020-03-02|75215.5|0|2697.0|0|3.4615754853200706|0|77912.5|0
0|2020-03-03|75215.5|0|2697.0|0|3.4615754853200706|0|77912.5|0
0|2020-03-04|75215.5|0|2697.0|0|3.4615754853200706|0|77912.5|0
0|2020-03-05|75215.5|0|2697.0|0|3.4615754853200706|0|77912.5|0
