|dates|McHenry_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McHenry_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McHenry_NorthDakota_UnitedStates.Male_Total_Population.data|McHenry_NorthDakota_UnitedStates.Male_Total_Population.missing|McHenry_NorthDakota_UnitedStates.Female_Total_Population.data|McHenry_NorthDakota_UnitedStates.Female_Total_Population.missing|McHenry_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|McHenry_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1187.0|0|3012.0|0|2804.0|0|1392.0|0
