|dates|Shiawassee_Michigan_UnitedStates.BLS_EmployedPopulation.data|Shiawassee_Michigan_UnitedStates.BLS_EmployedPopulation.missing|Shiawassee_Michigan_UnitedStates.BLS_UnemployedPopulation.data|Shiawassee_Michigan_UnitedStates.BLS_UnemployedPopulation.missing|Shiawassee_Michigan_UnitedStates.BLS_UnemploymentRate.data|Shiawassee_Michigan_UnitedStates.BLS_UnemploymentRate.missing|Shiawassee_Michigan_UnitedStates.BLS_LaborForcePopulation.data|Shiawassee_Michigan_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-02|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-03|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-04|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-05|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-06|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-07|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-08|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-09|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-10|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-11|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-12|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-13|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-14|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-15|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-16|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-17|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-18|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-19|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-20|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-21|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-22|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-23|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-24|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-25|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-26|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-27|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-28|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-29|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-30|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-01-31|31904.5|0|1444.5|0|4.331464211820444|0|33349.0|0
0|2020-02-01|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-02|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-03|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-04|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-05|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-06|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-07|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-08|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-09|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-10|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-11|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
0|2020-02-12|32475.5|0|1275.0|0|3.777721811528718|0|33750.5|0
