|dates|Cuming_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cuming_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cuming_Nebraska_UnitedStates.Male_Total_Population.data|Cuming_Nebraska_UnitedStates.Male_Total_Population.missing|Cuming_Nebraska_UnitedStates.Female_Total_Population.data|Cuming_Nebraska_UnitedStates.Female_Total_Population.missing|Cuming_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Cuming_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1965.0|0|4479.0|0|4461.0|0|2211.0|0
