|dates|Island_Washington_UnitedStates.BLS_EmployedPopulation.data|Island_Washington_UnitedStates.BLS_EmployedPopulation.missing|Island_Washington_UnitedStates.BLS_UnemployedPopulation.data|Island_Washington_UnitedStates.BLS_UnemployedPopulation.missing|Island_Washington_UnitedStates.BLS_UnemploymentRate.data|Island_Washington_UnitedStates.BLS_UnemploymentRate.missing|Island_Washington_UnitedStates.BLS_LaborForcePopulation.data|Island_Washington_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-02|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-03|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-04|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-05|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-06|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-07|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-08|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-09|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-10|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-11|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-12|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-13|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-14|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-15|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-16|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-17|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-18|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-19|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-20|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-21|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-22|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-23|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-24|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-25|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-26|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-27|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-28|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-29|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-30|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-01-31|35101.5|0|1941.0|0|5.2399271107511645|0|37042.5|0
0|2020-02-01|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-02|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-03|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-04|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-05|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-06|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-07|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-08|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-09|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-10|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-11|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-12|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-13|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-14|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-15|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-16|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-17|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-18|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-19|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-20|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-21|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-22|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-23|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-24|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-25|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-26|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-27|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-28|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-02-29|35118.0|0|1877.0|0|5.073658602513853|0|36995.0|0
0|2020-03-01|34467.0|0|1871.5|0|5.150185065426476|0|36338.5|0
0|2020-03-02|34467.0|0|1871.5|0|5.150185065426476|0|36338.5|0
0|2020-03-03|34467.0|0|1871.5|0|5.150185065426476|0|36338.5|0
0|2020-03-04|34467.0|0|1871.5|0|5.150185065426476|0|36338.5|0
0|2020-03-05|34467.0|0|1871.5|0|5.150185065426476|0|36338.5|0
0|2020-03-06|34467.0|0|1871.5|0|5.150185065426476|0|36338.5|0
0|2020-03-07|34467.0|0|1871.5|0|5.150185065426476|0|36338.5|0
