|dates|Belknap_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Belknap_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Belknap_NewHampshire_UnitedStates.Male_Total_Population.data|Belknap_NewHampshire_UnitedStates.Male_Total_Population.missing|Belknap_NewHampshire_UnitedStates.Female_Total_Population.data|Belknap_NewHampshire_UnitedStates.Female_Total_Population.missing|Belknap_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Belknap_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13505.0|0|30141.0|0|30881.0|0|11281.0|0
