|dates|Clinton_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clinton_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clinton_Missouri_UnitedStates.Male_Total_Population.data|Clinton_Missouri_UnitedStates.Male_Total_Population.missing|Clinton_Missouri_UnitedStates.Female_Total_Population.data|Clinton_Missouri_UnitedStates.Female_Total_Population.missing|Clinton_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Clinton_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3703.0|0|10296.0|0|10174.0|0|4808.0|0
