|dates|Rhea_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rhea_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rhea_Tennessee_UnitedStates.Male_Total_Population.data|Rhea_Tennessee_UnitedStates.Male_Total_Population.missing|Rhea_Tennessee_UnitedStates.Female_Total_Population.data|Rhea_Tennessee_UnitedStates.Female_Total_Population.missing|Rhea_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Rhea_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6149.0|0|16401.0|0|16643.0|0|7497.0|0
