|dates|Pulaski_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pulaski_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pulaski_Georgia_UnitedStates.Male_Total_Population.data|Pulaski_Georgia_UnitedStates.Male_Total_Population.missing|Pulaski_Georgia_UnitedStates.Female_Total_Population.data|Pulaski_Georgia_UnitedStates.Female_Total_Population.missing|Pulaski_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Pulaski_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2503.0|0|4774.0|0|6295.0|0|2025.0|0
