|dates|Kittson_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kittson_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kittson_Minnesota_UnitedStates.Male_Total_Population.data|Kittson_Minnesota_UnitedStates.Male_Total_Population.missing|Kittson_Minnesota_UnitedStates.Female_Total_Population.data|Kittson_Minnesota_UnitedStates.Female_Total_Population.missing|Kittson_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Kittson_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1036.0|0|2138.0|0|2110.0|0|909.0|0
