|dates|KenaiPeninsula_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|KenaiPeninsula_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|KenaiPeninsula_Alaska_UnitedStates.Male_Total_Population.data|KenaiPeninsula_Alaska_UnitedStates.Male_Total_Population.missing|KenaiPeninsula_Alaska_UnitedStates.Female_Total_Population.data|KenaiPeninsula_Alaska_UnitedStates.Female_Total_Population.missing|KenaiPeninsula_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|KenaiPeninsula_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10188.0|0|30488.0|0|28045.0|0|13227.0|0
