|dates|Kusilvak_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kusilvak_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kusilvak_Alaska_UnitedStates.Male_Total_Population.data|Kusilvak_Alaska_UnitedStates.Male_Total_Population.missing|Kusilvak_Alaska_UnitedStates.Female_Total_Population.data|Kusilvak_Alaska_UnitedStates.Female_Total_Population.missing|Kusilvak_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Kusilvak_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|496.0|0|4374.0|0|3929.0|0|3391.0|0
