|dates|Putnam_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Putnam_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Putnam_Missouri_UnitedStates.Male_Total_Population.data|Putnam_Missouri_UnitedStates.Male_Total_Population.missing|Putnam_Missouri_UnitedStates.Female_Total_Population.data|Putnam_Missouri_UnitedStates.Female_Total_Population.missing|Putnam_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Putnam_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1167.0|0|2399.0|0|2358.0|0|1055.0|0
