|dates|Benton_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Benton_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Benton_Iowa_UnitedStates.Male_Total_Population.data|Benton_Iowa_UnitedStates.Male_Total_Population.missing|Benton_Iowa_UnitedStates.Female_Total_Population.data|Benton_Iowa_UnitedStates.Female_Total_Population.missing|Benton_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Benton_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4767.0|0|12785.0|0|12857.0|0|5988.0|0
