|dates|Mason_Washington_UnitedStates.AveragePrecipitationTotal.data|Mason_Washington_UnitedStates.AveragePrecipitationTotal.missing|Mason_Washington_UnitedStates.AveragePrecipitation.data|Mason_Washington_UnitedStates.AveragePrecipitation.missing|Mason_Washington_UnitedStates.AverageWindDirection.data|Mason_Washington_UnitedStates.AverageWindDirection.missing|Mason_Washington_UnitedStates.AverageWindSpeed.data|Mason_Washington_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.043750000000000004|0|0.002291666666666667|0|246.42361111111111|0|17.197916666666668|0
0|2020-01-02|0.0016666666666666668|0|0.019361111111111114|0|117.7361111111111|0|4.9319444444444445|0
0|2020-01-03|0.030416666666666665|0|0.02723611111111111|0|143.43055555555554|0|4.823611111111111|0
0|2020-01-04|0.03|0|0.012222222222222225|0|194.8611111111111|0|8.413194444444445|0
0|2020-01-05|0.010833333333333334|0|0.010625|0|163.75|0|8.402777777777777|0
0|2020-01-06|0.009166666666666667|0|0.08847222222222222|0|193.08333333333334|0|12.754166666666668|0
0|2020-01-07|0.03958333333333334|0|0.03625694444444445|0|199.7013888888889|0|11.886111111111111|0
0|2020-01-08|0.024166666666666666|0|0.0008333333333333334|0|216.04166666666666|0|10.534722222222221|0
0|2020-01-09|0.0008333333333333334|0|0.0009166666666666668|0|70.77777777777779|0|1.8805555555555553|0
0|2020-01-10|0.0007291666666666667|0|0.044909722222222226|0|176.4375|0|5.884027777777777|0
0|2020-01-11|0.03354166666666667|0|0.010208333333333335|0|234.44444444444446|0|14.489583333333334|0
0|2020-01-12|0.0032291666666666666|0|0.01413888888888889|0|224.22916666666666|0|14.230555555555556|0
0|2020-01-13|0.015833333333333335|0|0.0004583333333333333|0|174.85416666666663|0|5.613194444444446|0
0|2020-01-14|0.0004166666666666667|0|0.0008333333333333334|0|176.72916666666666|0|9.839583333333334|0
0|2020-01-15|0.0|0|0.006440476190476191|0|93.88690476190476|0|8.887103174603174|0
0|2020-01-16|0.0033333333333333335|0|0.0021666666666666666|0|108.8125|0|2.946527777777778|0
0|2020-01-17|0.00125|0|0.016041666666666666|0|81.18055555555556|0|2.8159722222222228|0
0|2020-01-18|0.028333333333333335|0|0.02727083333333334|0|120.08333333333333|0|2.61875|0
0|2020-01-19|0.02|0|0.003298611111111111|0|95.52083333333333|0|1.5652777777777775|0
