|dates|Kimble_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kimble_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kimble_Texas_UnitedStates.Male_Total_Population.data|Kimble_Texas_UnitedStates.Male_Total_Population.missing|Kimble_Texas_UnitedStates.Female_Total_Population.data|Kimble_Texas_UnitedStates.Female_Total_Population.missing|Kimble_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Kimble_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1280.0|0|2134.0|0|2228.0|0|766.0|0
