|dates|Greene_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_NewYork_UnitedStates.Male_Total_Population.data|Greene_NewYork_UnitedStates.Male_Total_Population.missing|Greene_NewYork_UnitedStates.Female_Total_Population.data|Greene_NewYork_UnitedStates.Female_Total_Population.missing|Greene_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10508.0|0|24854.0|0|22637.0|0|7815.0|0
