|dates|Stevens_Kansas_UnitedStates.BLS_EmployedPopulation.data|Stevens_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Stevens_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Stevens_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Stevens_Kansas_UnitedStates.BLS_UnemploymentRate.data|Stevens_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Stevens_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Stevens_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-02|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-03|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-04|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-05|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-06|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-07|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-08|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-09|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-10|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-11|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-12|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-13|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-14|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-15|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-16|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-17|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-18|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-19|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-20|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-21|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-22|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-23|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-24|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-25|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-26|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-27|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-28|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-29|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-30|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-01-31|2515.0|0|70.0|0|2.7079303675048356|0|2585.0|0
0|2020-02-01|2549.5|0|76.0|0|2.8946867263378406|0|2625.5|0
0|2020-02-02|2549.5|0|76.0|0|2.8946867263378406|0|2625.5|0
0|2020-02-03|2549.5|0|76.0|0|2.8946867263378406|0|2625.5|0
0|2020-02-04|2549.5|0|76.0|0|2.8946867263378406|0|2625.5|0
0|2020-02-05|2549.5|0|76.0|0|2.8946867263378406|0|2625.5|0
0|2020-02-06|2549.5|0|76.0|0|2.8946867263378406|0|2625.5|0
