|dates|Pocahontas_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pocahontas_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pocahontas_WestVirginia_UnitedStates.Male_Total_Population.data|Pocahontas_WestVirginia_UnitedStates.Male_Total_Population.missing|Pocahontas_WestVirginia_UnitedStates.Female_Total_Population.data|Pocahontas_WestVirginia_UnitedStates.Female_Total_Population.missing|Pocahontas_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Pocahontas_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2122.0|0|4313.0|0|4101.0|0|1466.0|0
