|dates|Latimer_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Latimer_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Latimer_Oklahoma_UnitedStates.Male_Total_Population.data|Latimer_Oklahoma_UnitedStates.Male_Total_Population.missing|Latimer_Oklahoma_UnitedStates.Female_Total_Population.data|Latimer_Oklahoma_UnitedStates.Female_Total_Population.missing|Latimer_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Latimer_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2270.0|0|5187.0|0|5044.0|0|2198.0|0
