|dates|Noxubee_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Noxubee_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Noxubee_Mississippi_UnitedStates.Male_Total_Population.data|Noxubee_Mississippi_UnitedStates.Male_Total_Population.missing|Noxubee_Mississippi_UnitedStates.Female_Total_Population.data|Noxubee_Mississippi_UnitedStates.Female_Total_Population.missing|Noxubee_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Noxubee_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1724.0|0|4968.0|0|5567.0|0|2569.0|0
