|dates|Pulaski_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pulaski_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pulaski_Arkansas_UnitedStates.Male_Total_Population.data|Pulaski_Arkansas_UnitedStates.Male_Total_Population.missing|Pulaski_Arkansas_UnitedStates.Female_Total_Population.data|Pulaski_Arkansas_UnitedStates.Female_Total_Population.missing|Pulaski_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Pulaski_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|61075.0|0|187731.0|0|204949.0|0|91009.0|0
