|dates|Robertson_Texas_UnitedStates.JHU_ConfirmedCases.data|Robertson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Robertson_Texas_UnitedStates.NYT_ConfirmedCases.data|Robertson_Texas_UnitedStates.NYT_ConfirmedCases.missing|Robertson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Robertson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Robertson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Robertson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|2577.0|0|0.0|100|51.0|0|0.0|100
