|dates|Carroll_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Carroll_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Carroll_Kentucky_UnitedStates.Male_Total_Population.data|Carroll_Kentucky_UnitedStates.Male_Total_Population.missing|Carroll_Kentucky_UnitedStates.Female_Total_Population.data|Carroll_Kentucky_UnitedStates.Female_Total_Population.missing|Carroll_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Carroll_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1635.0|0|5412.0|0|5325.0|0|2798.0|0
