|dates|Pushmataha_Oklahoma_UnitedStates.BLS_EmployedPopulation.data|Pushmataha_Oklahoma_UnitedStates.BLS_EmployedPopulation.missing|Pushmataha_Oklahoma_UnitedStates.BLS_UnemployedPopulation.data|Pushmataha_Oklahoma_UnitedStates.BLS_UnemployedPopulation.missing|Pushmataha_Oklahoma_UnitedStates.BLS_UnemploymentRate.data|Pushmataha_Oklahoma_UnitedStates.BLS_UnemploymentRate.missing|Pushmataha_Oklahoma_UnitedStates.BLS_LaborForcePopulation.data|Pushmataha_Oklahoma_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-02|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-03|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-04|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-05|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-06|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-07|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-08|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-09|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-10|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-11|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-12|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-13|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-14|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-15|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-16|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-17|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-18|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-19|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-20|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-21|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-22|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-23|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-24|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-25|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-26|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-27|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-28|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-29|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-30|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-01-31|4154.0|0|237.0|0|5.397403780460031|0|4391.0|0
0|2020-02-01|4132.0|0|226.5|0|5.196741998393943|0|4358.5|0
0|2020-02-02|4132.0|0|226.5|0|5.196741998393943|0|4358.5|0
