|dates|Union_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Union_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Union_Iowa_UnitedStates.Male_Total_Population.data|Union_Iowa_UnitedStates.Male_Total_Population.missing|Union_Iowa_UnitedStates.Female_Total_Population.data|Union_Iowa_UnitedStates.Female_Total_Population.missing|Union_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Union_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2544.0|0|5991.0|0|6368.0|0|2744.0|0
