|dates|Marshall_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Marshall_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Marshall_Indiana_UnitedStates.Male_Total_Population.data|Marshall_Indiana_UnitedStates.Male_Total_Population.missing|Marshall_Indiana_UnitedStates.Female_Total_Population.data|Marshall_Indiana_UnitedStates.Female_Total_Population.missing|Marshall_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Marshall_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8261.0|0|23052.0|0|23196.0|0|11590.0|0
