|dates|Pittsylvania_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pittsylvania_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pittsylvania_Virginia_UnitedStates.Male_Total_Population.data|Pittsylvania_Virginia_UnitedStates.Male_Total_Population.missing|Pittsylvania_Virginia_UnitedStates.Female_Total_Population.data|Pittsylvania_Virginia_UnitedStates.Female_Total_Population.missing|Pittsylvania_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Pittsylvania_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13790.0|0|30048.0|0|30901.0|0|11523.0|0
