|dates|George_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|George_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|George_Mississippi_UnitedStates.Male_Total_Population.data|George_Mississippi_UnitedStates.Male_Total_Population.missing|George_Mississippi_UnitedStates.Female_Total_Population.data|George_Mississippi_UnitedStates.Female_Total_Population.missing|George_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|George_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3513.0|0|12260.0|0|11990.0|0|6390.0|0
