|dates|Marshall_Iowa_UnitedStates.JHU_ConfirmedCases.data|Marshall_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Iowa_UnitedStates.NYT_ConfirmedCases.data|Marshall_Iowa_UnitedStates.NYT_ConfirmedCases.missing|Marshall_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|5241.0|0|0.0|100|79.0|0|0.0|100
